Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m)
6.789999961853027,0.07725394517183304,-10.354063987731934,-4.993876934051514,-0.3857879042625427,0.026399999856948853
6.800000190734863,0.08072927594184875,-10.296236038208008,-5.0211501121521,-0.3668466806411743,0.024799998849630356
6.809999942779541,-0.054968591779470444,-10.178189277648926,-4.846444606781006,-0.35736706852912903,0.023000000044703484
6.820000171661377,0.03884470835328102,-10.101181030273438,-4.750906944274902,-0.3289642333984375,0.021000001579523087
6.829999923706055,-0.17259705066680908,-9.95674991607666,-4.747217178344727,-0.3194846212863922,0.01899999938905239
6.840000152587891,-0.025442015379667282,-9.753868103027344,-4.98807430267334,-0.3005433976650238,0.01679999940097332
6.849999904632568,-0.009181136265397072,-9.860424995422363,-4.976966857910156,-0.265973836183548,0.014599999412894249
6.860000133514404,0.04052749276161194,-9.594593048095703,-4.793337345123291,-0.24372871220111847,0.012199999764561653
6.869999885559082,0.2839033603668213,-9.097810745239258,-4.767025947570801,-0.22478747367858887,0.009600000455975533
6.880000114440918,-0.2023705393075943,-9.197903633117676,-4.734158992767334,-0.19019094109535217,0.007000000216066837
6.889999866485596,0.06893831491470337,-8.920822143554688,-5.103919506072998,-0.16797281801700592,0.004400000441819429
6.900000095367432,0.01254195999354124,-8.864290237426758,-4.829290866851807,-0.13335826992988586,0.0015999998431652784
6.909999847412109,-0.0004356646677479148,-8.6151762008667,-5.0771355628967285,-0.09547581523656845,-0.0009999999310821295
6.920000076293945,-0.06011984497308731,-8.48646354675293,-4.831076622009277,-0.06705497205257416,-0.0035999997053295374
6.929999828338623,-0.13029175996780396,-8.394472122192383,-4.643553733825684,-0.01971091330051422,-0.006399999372661114
6.940000057220459,0.06543783098459244,-8.174882888793945,-4.619960308074951,0.018171537667512894,-0.009000000543892384
6.949999809265137,-0.0026306037325412035,-7.968262672424316,-5.068650245666504,0.040335651487112045,-0.011600000783801079
6.960000038146973,-0.045143935829401016,-7.892194747924805,-4.611533164978027,0.06873849034309387,-0.0142000000923872
6.96999979019165,0.055304501205682755,-7.558429718017578,-4.9177141189575195,0.10341605544090271,-0.016599999740719795
6.980000019073486,-0.04314104840159416,-7.5083327293396,-5.339302062988281,0.11609155684709549,-0.018800001591444016
6.989999771118164,-0.07262416183948517,-7.226341247558594,-5.129906177520752,0.15707986056804657,-0.020999999716877937
7,-0.03889063745737076,-7.111515522003174,-3.903096914291382,0.1855367124080658,-0.023000000044703484
7.010000228881836,-0.16531944274902344,-7.312223434448242,-4.900847911834717,0.2076198011636734,-0.02500000037252903
7.019999980926514,0.06666790693998337,-6.7867631912231445,-5.288748264312744,0.22972090542316437,-0.02680000104010105
7.03000020980835,0.04070126265287399,-6.884021282196045,-4.821795463562012,0.24866212904453278,-0.0284000001847744
7.039999961853027,0.08308197557926178,-6.761465072631836,-4.75194787979126,0.2676033675670624,-0.030000001192092896
7.050000190734863,0.013627992942929268,-6.643013954162598,-4.895927429199219,0.2865445911884308,-0.031200001016259193
7.059999942779541,-0.037735991179943085,-6.610392093658447,-4.652664661407471,0.3149474263191223,-0.03220000118017197
7.070000171661377,0.09292036294937134,-6.475339889526367,-4.816506385803223,0.31806227564811707,-0.03319999948143959
7.079999923706055,-0.024941297248005867,-6.49664831161499,-4.772674560546875,0.3338976502418518,-0.03400000184774399
7.090000152587891,-0.020098697394132614,-6.4484028816223145,-4.918760299682617,0.3369944989681244,-0.03439999744296074
7.099999904632568,-0.01770712435245514,-6.361181259155273,-4.796159267425537,0.3433862626552582,-0.03480000048875809
7.110000133514404,-0.007249128073453903,-6.477810859680176,-4.716253757476807,0.3464651107788086,-0.03500000014901161
7.119999885559082,-0.06177063658833504,-6.5349602699279785,-4.809767246246338,0.3559267222881317,-0.03500000014901161
7.130000114440918,-0.025995325297117233,-6.619379043579102,-4.818503379821777,0.3559267222881317,-0.03480000048875809
7.139999866485596,-0.05779458209872246,-6.7100725173950195,-4.86448860168457,0.3559267222881317,-0.03460000082850456
