Time (s),Bz (µT),Voltage (mV)
8.289999961853027,-551.2872924804688,-0.214602991938591
8.300000190734863,-487.8425598144531,-0.18320739269256592
8.3100004196167,-432.53729248046875,-0.15582747757434845
8.319999694824219,-384.009033203125,-0.1324632465839386
8.329999923706055,-341.4657897949219,-0.11297620087862015
8.34000015258789,-303.8814697265625,-0.09673960506916046
8.350000381469727,-272.5323486328125,-0.08298309892416
8.359999656677246,-244.68614196777344,-0.07128781080245972
8.369999885559082,-219.7908477783203,-0.06133846938610077
8.380000114440918,-197.711669921875,-0.052786726504564285
8.390000343322754,-178.88558959960938,-0.04524746537208557
8.399999618530273,-163.5120391845703,-0.03879069164395332
8.40999984741211,-148.78408813476562,-0.03341665863990784
8.420000076293945,-135.92613220214844,-0.02922937087714672
8.430000305175781,-125.6709976196289,-0.025915058329701424
8.4399995803833,-116.63116455078125,-0.02333337813615799
8.449999809265137,-109.46438598632812,-0.021205229684710503
8.460000038146973,-103.07785034179688,-0.019285598769783974
8.470000267028809,-97.37933349609375,-0.017506809905171394
8.479999542236328,-92.35308074951172,-0.016006706282496452
8.489999771118164,-86.54768371582031,-0.014681197702884674
8.5,-82.05458068847656,-0.013530283235013485
8.510000228881836,-77.82131958007812,-0.012483212165534496
8.520000457763672,-73.82275390625,-0.011506975628435612
8.529999732971191,-70.75418853759766,-0.010705335065722466
8.539999961853027,-66.707275390625,-0.010007288306951523
8.550000190734863,-64.65591430664062,-0.009380325675010681
8.5600004196167,-62.45383834838867,-0.008856790140271187
8.569999694824219,-59.31468963623047,-0.00840450543910265
8.579999923706055,-57.407203674316406,-0.008055482059717178
8.59000015258789,-55.49971389770508,-0.007635040674358606
8.600000381469727,-53.644989013671875,-0.0071830060333013535
8.609999656677246,-51.97254943847656,-0.0068339817225933075
8.619999885559082,-50.5060920715332,-0.0065566254779696465
8.630000114440918,-48.51567077636719,-0.006382113788276911
8.640000343322754,-47.21201705932617,-0.006279435008764267
8.649999618530273,-46.23628616333008,-0.006207518745213747
8.65999984741211,-45.35894775390625,-0.006105006206780672
8.670000076293945,-44.363739013671875,-0.006032923702150583
8.680000305175781,-43.368526458740234,-0.0059305778704583645
8.6899995803833,-42.995826721191406,-0.0058583286590874195
8.699999809265137,-42.031742095947266,-0.0056838165037333965
8.710000038146973,-40.5586051940918,-0.0055093043483793736
8.720000267028809,-40.39273452758789,-0.005334792193025351
8.729999542236328,-39.52338409423828,-0.00523286173120141
8.739999771118164,-38.89023208618164,-0.00523286173120141
8.75,-38.22520065307617,-0.005160113796591759
8.760000228881836,-37.524681091308594,-0.005058433394879103
8.770000457763672,-38.18815231323242,-0.004985519219189882
8.779999732971191,-37.27336502075195,-0.004884005058556795
8.789999961853027,-36.50748062133789,-0.004884005058556795
8.800000190734863,-35.901634216308594,-0.004884005058556795
8.8100004196167,-35.11004638671875,-0.00481075793504715
8.819999694824219,-34.944175720214844,-0.004636245779693127
8.829999923706055,-34.647682189941406,-0.004535147454589605
8.84000015258789,-34.53081130981445,-0.004535147454589605
8.850000381469727,-34.65501403808594,-0.004461567848920822
8.859999656677246,-34.90381622314453,-0.0042870561592280865
8.869999885559082,-34.50279998779297,-0.0041862898506224155
8.880000114440918,-34.205902099609375,-0.0041862898506224155
8.890000343322754,-33.95709991455078,-0.0041862898506224155
8.899999618530273,-33.8787841796875,-0.004260284826159477
8.90999984741211,-34.62519073486328,-0.0043607186526060104
8.920000076293945,-33.27716064453125,-0.0043607186526060104
8.930000305175781,-33.01294708251953,-0.004286474082618952
8.9399995803833,-33.14909362792969,-0.0041862898506224155
8.949999809265137,-32.7759895324707,-0.0041862898506224155
8.960000038146973,-33.60533142089844,-0.004111796151846647
8.970000267028809,-33.4774169921875,-0.003937283996492624
8.979999542236328,-33.28378677368164,-0.0037627723067998886
8.989999771118164,-32.963897705078125,-0.0035882601514458656
9,-32.08415222167969,-0.0034885748755186796
9.010000228881836,-33.162296295166016,-0.0034885748755186796
9.020000457763672,-33.930694580078125,-0.003563567530363798
9.029999732971191,-34.27729034423828,-0.0036630036775022745
