Time (s),ωy (rad/s),Voltage (mV)
70.81999969482422,9.548140525817871,-0.007275510113686323
70.83000183105469,9.574313163757324,-0.010940131731331348
70.83999633789062,9.598289489746094,-0.01446874625980854
70.8499984741211,9.625214576721191,-0.017154566943645477
70.86000061035156,9.64792251586914,-0.020295672118663788
70.87000274658203,9.667880058288574,-0.02343677543103695
70.87999725341797,9.682769775390625,-0.02664680778980255
70.88999938964844,9.697900772094727,-0.03003479167819023
70.9000015258789,9.714970588684082,-0.03195229545235634
70.91000366210938,9.731088638305664,-0.03586195036768913
70.91999816894531,9.746655464172363,-0.03795601800084114
70.93000030517578,9.763129234313965,-0.040680840611457825
70.94000244140625,9.775214195251465,-0.04671310633420944
70.94999694824219,9.775691032409668,-0.04783068597316742
70.95999908447266,9.780515670776367,-0.05025056004524231
70.97000122070312,9.795308113098145,-0.05753525346517563
70.9800033569336,9.796072959899902,-0.06141359359025955
70.98999786376953,9.799043655395508,-0.06629142165184021
71,9.801555633544922,-0.06905240565538406
71.01000213623047,9.804643630981445,-0.07242929935455322
71.0199966430664,9.803720474243164,-0.07335037738084793
71.02999877929688,9.799038887023926,-0.07049885392189026
71.04000091552734,9.793893814086914,-0.06850768625736237
71.05000305175781,9.79207706451416,-0.061092063784599304
71.05999755859375,9.792518615722656,-0.05579570308327675
71.06999969482422,9.78743839263916,-0.047409143298864365
71.08000183105469,9.777385711669922,-0.04232107102870941
71.08999633789062,9.76838207244873,-0.03769024461507797
